day,h1,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h2,h20,h21,h22,h23,h24,h3,h4,h5,h6,h7,h8,h9,month,year,"zone_id"
16,1034658,1328133,1412824,1461952,1500007,1528684,1527189,1515890,1494779,1461732,1447178,966395,1385041,1337379,1325104,1215287,1074885,932493,918220,941105,1010187,1090143,1187709,1258676,6,2016,
17,965125,1155719,1180917,1202838,1217540,1235569,1243808,1242151,1267041,1285556,1270374,910225,1217622,1174966,1166037,1086882,971336,877515,855771,864248,903439,974898,1060502,1114969,6,2016,
18,870751,1038612,1083110,1118725,1143898,1162619,1172695,1188499,1206787,1216189,1217374,807034,1189369,1151638,1154352,1068734,960013,776072,756478,755536,770252,801685,878016,975345,6,2016,
19,868752,1019203,1059288,1087174,1111849,1111050,1079995,1067980,1062462,1060904,1069862,803792,1059365,1071602,1101807,1021263,913401,776179,754249,750647,757236,778266,855042,952480,6,2016,
20,,,,,,,,,,,,,,,,,,,,,,,,,6,2016,
21,,,,,,,,,,,,,,,,,,,,,,,,,6,2016,
22,,,,,,,,,,,,,,,,,,,,,,,,,6,2016,
23,,,,,,,,,,,,,,,,,,,,,,,,,6,2016,
24,,,,,,,,,,,,,,,,,,,,,,,,,6,2016,
25,,,,,,,,,,,,,,,,,,,,,,,,,6,2016,
26,,,,,,,,,,,,,,,,,,,,,,,,,6,2016,
27,1054931,1302669,1469129,1504633,1498204,1548803,1557457,1579884,1612852,1639239,1662156,986788,1618053,1572698,1542231,1398877,1231213,951269,927913,924768,972331,1059589,1158189,1219415,6,2016,
28,1121828,1395139,1528357,1630224,1705599,1754355,1751939,1610954,1555652,1575628,1595986,1042846,1544758,1531424,1500732,1370702,1232272,995049,977541,974361,1022586,1110514,1218556,1304076,6,2016,
29,1120473,1328554,1400072,1454168,1497777,1544536,1569186,1566200,1585163,1614016,1611812,1060103,1561976,1513793,1434711,1329210,1188132,1022726,1004522,1004693,1053413,1139526,1231711,1277153,6,2016,
30,1078595,1339185,1428855,1521862,1586106,1652750,1686058,1711895,1747958,1783117,1759179,1015800,1695582,1632721,1593348,1447129,1279406,976024,959402,971235,1009810,1096042,1189448,1254281,6,2016,
1,1174552,1389815,1504502,1561722,1631097,1690474,1689713,1692950,1724679,1745877,1725364,1078473,1684224,1640318,1612082,1490878,1335263,1022213,995725,986769,1027107,1092315,1189561,1275644,7,2016,
2,1204115,1285245,1349910,1388642,1424273,1469352,1497868,1523830,1535439,1536494,1510710,1118763,1450542,1376985,1350052,1249363,1122992,1052992,1010378,991377,985449,1005499,1080018,1184868,7,2016,
3,1005166,1157223,1216829,1269238,1319773,1346379,1341747,1355655,1377120,1370261,1344349,922497,1289088,1243287,1216894,1147066,1048623,877863,837571,828666,826053,835956,921504,1049854,7,2016,
4,938026,1126439,1225244,1324738,1380648,1425413,1451951,1484510,1515144,1533694,1504590,878127,1425850,1345627,1291172,1229870,1137126,835660,815465,798851,799071,812108,881915,990053,7,2016,
5,1014662,1300810,1362364,1441747,1527630,1590685,1604412,1627159,1637780,1655079,1648852,944209,1598223,1557666,1501198,1361926,1215183,905551,876970,882517,933569,1013744,1123988,1211324,7,2016,
6,1098253,1309578,1404098,1475874,1532499,1559500,1592427,1628950,1646741,1645808,1631188,1026633,1585704,1514476,1480667,1353094,1193978,985562,956712,955384,1001642,1077931,1174614,1239870,7,2016,
7,1076573,1189974,1244550,1267760,1303791,1316320,1328877,1315835,1325273,1333829,1336286,999867,1323360,1312133,1284420,1176400,1053709,953216,927004,922483,965047,1046035,1130333,1171308,7,2016,
8,957044,1186262,1239882,1295274,1307844,1293959,1279943,1302816,1315470,1347437,1364642,914604,1325470,1290708,1276553,1163246,1050312,882960,872623,879339,923461,1008946,1072134,1126497,7,2016,
9,933790,1164421,1266920,1349459,1400549,1460627,1485504,1520151,1554819,1567397,1545946,882074,1487529,1396048,1362061,1233038,1090732,839860,817148,806296,817681,840273,921687,1046179,7,2016,
10,986229,1217050,1310526,1382181,1448605,1502400,1534268,1572034,1612874,1640473,1625983,905608,1566191,1490900,1450042,1311474,1151090,857490,825390,816792,813477,822973,921923,1076535,7,2016,
11,1027874,1305788,1412663,1510008,1592395,1661208,1717045,1718524,1685805,1694720,1725458,964005,1717361,1659914,1614122,1455718,1282016,903115,897973,901853,947507,1038455,1125824,1208629,7,2016,
12,1166623,1426301,1545802,1645187,1725724,1783306,1778174,1744391,1726434,1750375,1783545,1085059,1747983,1698664,1649305,1500641,1344292,1041424,1017257,1010943,1056420,1134737,1243443,1333003,7,2016,
13,1226944,1431556,1514231,1596049,1641091,1685954,1698713,1643704,1536448,1572680,1610217,1153503,1567370,1518582,1483485,1360070,1214324,1104802,1083456,1082063,1132872,1213247,1300852,1363932,7,2016,
14,1116144,1330634,1396689,1426017,1468527,1513769,1540341,1540664,1553904,1559704,1541451,1057023,1500244,1477442,1467317,1336570,1216393,1012830,993462,1000872,1052254,1131319,1224626,1267931,7,2016,
15,1105587,1343631,1433856,1491083,1535876,1563278,1581175,1605424,1647167,1651511,1628776,1048472,1572650,1543886,1510960,1400871,1275080,1005959,990196,995515,1036592,1125233,1204506,1268165,7,2016,
16,1158718,1339249,1454646,1555554,1627578,1666235,1676832,1642777,1640184,1630253,1614426,1084001,1553086,1512786,1468947,1372704,1254149,1037815,1007935,986087,994317,1029631,1106331,1225464,7,2016,
17,1143331,1368396,1501537,1592853,1666672,1682100,1648435,1633145,1633210,1649250,1647152,1068309,1609117,1579510,1557379,1438408,1296099,1010333,979796,962585,962200,978851,1060077,1201496,7,2016,
18,1186051,1514802,1612503,1688255,1762764,1834456,1822640,1760212,1788324,1812597,1842361,1115141,1808839,1787350,1755631,1612160,1444109,1071363,1052124,1051235,1101018,1184561,1297169,1405592,7,2016,
19,1309275,1537868,1660697,1714449,1752192,1785309,1821239,1757043,1774087,1785128,1801867,1238839,1757782,1713216,1682247,1535371,1371285,1181622,1157282,1163197,1190459,1270872,1370073,1442308,7,2016,
20,1249704,1444130,1544800,1625296,1688024,1746276,1781692,1815802,1823546,1837907,1850899,1175752,1812827,1738843,1696676,1522277,1348905,1131057,1098610,1105308,1093867,1162900,1266671,1350803,7,2016,
21,1214078,1431769,1563731,1686297,1769441,1827545,1768377,1768792,1756815,1733549,1775327,1145396,1720449,1676771,1644311,1500407,1357937,1087525,1046340,1025481,1059266,1133982,1245624,1330734,7,2016,
22,1239904,1506071,1622628,1714727,1782845,1834214,1855354,1843459,1818179,1819704,1806259,1167504,1734843,1673185,1627180,1499775,1348061,1104489,1076211,1075359,1117279,1186680,1296297,1394265,7,2016,
23,1231864,1443277,1547553,1619574,1658087,1688280,1696334,1696144,1715969,1717235,1682112,1143861,1589431,1493080,1438071,1296269,1155504,1081965,1045739,1024883,1030433,1053040,1140498,1298674,7,2016,
24,1029324,1205193,1324763,1390390,1453975,1495015,1535703,1569598,1577745,1581518,1564731,959896,1507723,1465114,1441639,1311466,1176696,906141,856298,857920,847628,849608,926622,1079243,7,2016,
25,1072045,1384726,1507497,1624853,1718697,1793291,1861341,1903271,1901781,1919597,1909092,1009986,1862976,1864753,1782927,1589019,1415808,984478,972291,983273,1049952,1112839,1195432,1267139,7,2016,
26,1306598,1518738,1645752,1759402,1852799,1923474,1971923,1937031,1967167,1990195,1995592,1217617,1953047,1942538,1884923,1721586,1540336,1151632,1117363,1109518,1140784,1208285,1297442,1397562,7,2016,
27,1404197,1677592,1813333,1939018,1998407,2029923,1983545,1970348,1951522,1898110,1882534,1324676,1845505,1768551,1693591,1545305,1391017,1267712,1232989,1213651,1233772,1305081,1412104,1529655,7,2016,
28,1275649,1311988,1360328,1395109,1405776,1430830,1442861,1445546,1453147,1456295,1458919,1195588,1419610,1393794,1376814,1286157,1163805,1135971,1089360,1076994,1104813,1164659,1230001,1274124,7,2016,
29,1057719,1242912,1296734,1321192,1344267,1367300,1369711,1384893,1401707,1407574,1398152,1001153,1368115,1360455,1341028,1261919,1152406,968260,954974,960012,1014606,1094962,1161333,1201568,7,2016,
30,1066192,1218927,1284072,1328863,1372024,1415534,1442919,1460057,1490931,1490877,1485271,1004848,1411727,1360419,1326952,1223692,1113930,974483,949301,937856,942716,979052,1035741,1127945,7,2016,
31,1006452,1195020,1269770,1327953,1376991,1416344,1423149,1428380,1464375,1488153,1461876,938723,1419800,1391323,1364291,1248753,1113308,895024,878211,871957,873620,889395,945344,1077560,7,2016,
1,1006154,1281588,1385483,1469469,1535368,1618868,1657185,1702354,1738472,1752156,1753836,946400,1672329,1619303,1565450,1411960,1254341,914496,896678,907399,950814,1041034,1112821,1191677,8,2016,
2,1133510,1372233,1506633,1609508,1706695,1784824,1808550,1844905,1834199,1839527,1878083,1068047,1815366,1763053,1697087,1532641,1360530,1017537,990639,992261,1033094,1115072,1202656,1278791,8,2016,
3,1236443,1479184,1593829,1698020,1788906,1844684,1838797,1849349,1844222,1840038,1873975,1153528,1836305,1762388,1699311,1531310,1337305,1100725,1065972,1059864,1101318,1174345,1260115,1363483,8,2016,
4,1221298,1462699,1580631,1720609,1809745,1875861,1886543,1865710,1885871,1911569,1912513,1142736,1861487,1827224,1751151,1583804,1410440,1083653,1047012,1047332,1084502,1155688,1250872,1343613,8,2016,
5,1271480,1511902,1654014,1759338,1780992,1836924,1872028,1871007,1864117,1847278,1812588,1193059,1711476,1663644,1593789,1454015,1301688,1136623,1100719,1090369,1125678,1193945,1292769,1390946,8,2016,
6,1190718,1326885,1441727,1534854,1589926,1652150,1675423,1693605,1677476,1645066,1592958,1130314,1514464,1473739,1415338,1313484,1195455,1082621,1040196,1008733,1007987,1044984,1102203,1209534,8,2016,
7,1096706,1266611,1355669,1437052,1492818,1526858,1527624,1523617,1525749,1538720,1519591,1031004,1456379,1445557,1397691,1277593,1153233,978798,948911,931859,935882,951693,1018706,1142206,8,2016,
8,1062530,1337426,1423990,1507564,1563888,1597918,1596698,1578673,1569004,1587801,1576068,1021232,1529947,1527566,1475077,1341382,1202099,987404,972344,982398,1024282,1117418,1197321,1255845,8,2016,
9,1114771,1252344,1279906,1306803,1317197,1340070,1340078,1331368,1347935,1376420,1393241,1052536,1380455,1388215,1357754,1245627,1122074,1021471,1004746,1009359,1055773,1146591,1208575,1228857,8,2016,
10,1043958,1303671,1376724,1446511,1505499,1577237,1631472,1675175,1722035,1758442,1746585,986171,1683619,1654752,1602318,1446645,1293019,960287,947367,965763,1021195,1112239,1189601,1244529,8,2016,
11,1168942,1420781,1549598,1659572,1751206,1832580,1855263,1855890,1870099,1882988,1851622,1105067,1796003,1792687,1718376,1546154,1385978,1059488,1031716,1030336,1064080,1142073,1228406,1306133,8,2016,
12,1265296,1503813,1644270,1765069,1852137,1925602,1920685,1909889,1908556,1894345,1870108,1182626,1821926,1797041,1721282,1580111,1431737,1139373,1113901,1099517,1142343,1218185,1305678,1406124,8,2016,
13,1313034,1514806,1661913,1775112,1862742,1916949,1929738,1944811,1958316,1943278,1886429,1242060,1808026,1766280,1690589,1538934,1396441,1186630,1142248,1125173,1120074,1137127,1207379,1353803,8,2016,
14,1269132,1479203,1627706,1727607,1813545,1877906,1894131,1906833,1941433,1945002,1899849,1182573,1824297,1780587,1716654,1561457,1412601,1129137,1096461,1071457,1065607,1070234,1142623,1310350,8,2016,
15,1285248,1539548,1662879,1767826,1838134,1873012,1847680,1828572,1824726,1812703,1831077,1200491,1770121,1734934,1665898,1506480,1355493,1147074,1120621,1109289,1153153,1228776,1320040,1420039,8,2016,
16,1230653,1354374,1420125,1471167,1522401,1564511,1572022,1567510,1565913,1565370,1566778,1149488,1522866,1498147,1430442,1303284,1193306,1099460,1064373,1065325,1098702,1182525,1247315,1306919,8,2016,
17,1088701,1281088,1364216,1429666,1492732,1553503,1593093,1631688,1671823,1699675,1686019,1028187,1598132,1561080,1474560,1326920,1154009,991714,961833,961441,1008101,1097816,1156800,1209677,8,2016,
18,1048377,1223579,1309223,1405660,1486565,1549990,1566787,1589251,1586000,1558565,1535007,974262,1484915,1488305,1428807,1310094,1183652,935009,924988,927826,974643,1051388,1111120,1177180,8,2016,
19,1087194,1287028,1336982,1345443,1349499,1362369,1359172,1365888,1368591,1376167,1375358,1028721,1357079,1370460,1340973,1265107,1157325,994264,980572,985486,1037738,1127664,1200688,1240668,8,2016,
20,1064530,1283176,1397090,1519960,1608422,1679373,1732840,1763714,1788748,1801242,1762844,999071,1691296,1662319,1583421,1459398,1332422,961732,936453,916933,935315,968783,1041208,1156709,8,2016,
21,1221410,1451434,1576441,1666070,1733620,1784478,1781196,1779889,1804696,1795562,1762802,1147817,1678928,1629864,1534619,1370581,1221953,1096740,1066639,1034266,1027060,1046632,1117228,1284757,8,2016,
22,1106429,1356381,1458588,1538319,1603436,1681452,1669425,1711074,1732848,1733251,1699757,1023297,1603729,1586978,1480875,1321621,1172908,975193,951318,946589,987771,1079815,1163681,1255927,8,2016,
23,1064396,1185088,1223241,1276846,1328364,1357354,1393083,1420427,1446540,1488211,1492628,984628,1470335,1486167,1412132,1243894,1113478,933982,913877,914615,965748,1059829,1121251,1164640,8,2016,
24,1022836,1155756,1223264,1285527,1338163,1410916,1450952,1484323,1524612,1557331,1541809,963436,1465509,1447454,1342383,1200819,1078300,923817,884729,858052,915516,1023636,1074749,1111982,8,2016,
25,983248,1111940,1174207,1229075,1276787,1333579,1355113,1387406,1416325,1414801,1380154,934957,1346404,1378561,1311323,1183344,1052734,896901,874983,881551,924062,1019366,1071648,1097953,8,2016,
26,963732,1174627,1209310,1247753,1269860,1289286,1282152,1267873,1265407,1272596,1254490,909544,1238058,1252294,1202579,1117836,1026604,878956,867496,872989,932136,1044607,1094327,1125004,8,2016,
27,938123,1137324,1183386,1190320,1172015,1177261,1162418,1141678,1142128,1158470,1166248,879957,1165355,1181989,1138767,1071123,981841,847067,828160,830678,846562,897099,955727,1054603,8,2016,
28,905719,1129728,1208632,1294625,1373832,1438167,1470827,1497060,1532993,1554447,1529719,863409,1509890,1515019,1416632,1270286,1134270,834450,817705,810766,812002,840371,908688,1019923,8,2016,
29,1033284,1322990,1413841,1488632,1548610,1609578,1616626,1655089,1665815,1677985,1673023,974328,1648358,1640420,1532375,1374813,1235042,935584,917750,925094,980720,1118307,1189576,1241869,8,2016,
30,1137288,1343971,1415250,1476687,1531022,1578303,1597871,1602712,1628651,1642201,1637785,1078498,1606020,1627271,1530050,1413452,1290988,1030126,1019739,1011437,1070467,1208432,1273220,1304226,8,2016,
31,1197664,1505611,1574375,1625042,1645748,1659380,1635712,1614572,1607649,1620686,1593809,1159708,1559006,1575472,1486923,1335510,1184607,1130966,1113662,1133290,1200728,1330820,1385933,1429217,8,2016,
1,1078913,1268865,1347376,1407260,1463689,1503812,1502178,1507803,1535777,1551807,1549312,1009661,1507341,1508474,1404879,1246862,1114009,970064,946397,948053,1000462,1113400,1165971,1204959,9,2016,
2,1012059,1248836,1327935,1407542,1484227,1559946,1593553,1572995,1598053,1582079,1586692,957497,1541026,1511797,1411646,1299382,1160903,924960,912471,917431,970092,1084336,1153460,1191955,9,2016,
3,1053463,1164223,1232188,1273217,1318184,1359041,1376526,1397756,1407685,1408034,1353744,977464,1279698,1272814,1181899,1077360,969562,910122,886967,867960,874110,895977,935862,1051352,9,2016,
4,878597,1068072,1132034,1176723,1219988,1249532,1259819,1270356,1285601,1299559,1274339,822070,1220080,1216182,1144662,1037658,933833,781860,759029,752196,763500,793167,851922,969441,9,2016,
5,849496,1018794,1096239,1146777,1186697,1208806,1213936,1239857,1251421,1256285,1260100,796430,1241523,1281074,1192515,1065045,949913,762874,746780,739656,755673,763484,811531,913647,9,2016,
6,861477,1132760,1178915,1196736,1226538,1253105,1270073,1301706,1329295,1362348,1338011,825596,1309339,1327587,1227189,1086683,969820,795595,791791,805605,875585,1028418,1080129,1094855,9,2016,
7,884598,1083955,1118051,1155957,1190452,1231339,1267030,1305539,1342556,1373327,1372779,846137,1340092,1350320,1245600,1105061,997820,816970,806796,819213,889351,1018332,1063942,1064471,9,2016,
8,913851,1106695,1145164,1176266,1218546,1259960,1305434,1349491,1392465,1414129,1397842,869257,1366104,1369252,1270892,1127890,1014517,846092,836755,851212,912175,1043883,1087097,1081086,9,2016,
9,919469,1120097,1156934,1207105,1255240,1318965,1357205,1388142,1418461,1410977,1376953,880592,1340512,1323162,1250690,1153622,1056716,845918,834575,852833,912633,1047745,1091196,1093696,9,2016,
10,,,,,,,,,,,,,,,,,,,,,,,,,9,2016,
11,,,,,,,,,,,,,,,,,,,,,,,,,9,2016,
12,,,,,,,,,,,,,,,,,,,,,,,,,9,2016,
13,,,,,,,,,,,,,,,,,,,,,,,,,9,2016,
14,,,,,,,,,,,,,,,,,,,,,,,,,9,2016,
15,,,,,,,,,,,,,,,,,,,,,,,,,9,2016,
16,,,,,,,,,,,,,,,,,,,,,,,,,9,2016,
17,1047313,1250028,1351900,1441317,1496257,1535241,1543712,1557064,1575737,1561032,1494012,977588,1456103,1421460,1327641,1210965,1090648,943070,923323,912742,929632,966144,1026162,1137432,9,2016,
18,992767,1146156,1223151,1270711,1319065,1371232,1394002,1399160,1421150,1440932,1406814,922291,1396499,1371043,1263217,1133531,1009649,880461,852306,839012,838892,859033,917727,1033286,9,2016,
19,917316,1164236,1239808,1306663,1384197,1459129,1476190,1511412,1547014,1570386,1535732,870646,1504583,1488523,1385295,1242577,1114353,844622,836130,833638,903637,1046411,1097944,1107346,9,2016,
20,1022799,1259901,1313924,1366259,1402544,1440699,1445950,1442207,1439932,1459239,1476943,969223,1472311,1444829,1337286,1204466,1076531,937082,920711,931759,999090,1144348,1195827,1201752,9,2016,
21,994874,1172605,1228513,1260869,1319376,1358636,1384882,1391058,1411177,1434855,1395349,939364,1363423,1359057,1253767,1121274,1007227,907971,893033,890431,946359,1081058,1127524,1131365,9,2016,
22,921660,1125826,1179198,1246839,1314051,1396098,1460756,1484335,1507632,1521037,1509822,875534,1515578,1482492,1386091,1246888,1103903,846210,840618,867112,923020,1059731,1083820,1078486,9,2016,
